"instant";"season";"yr";"mnth";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"cnt"
84;2.0;0;3;0;5;1;1;10.5667;0.256312;74.25;0.230725;2210
631;3.0;1;9;0;6;0;1;26.0;0.610488;97.00005;0.283583;53021
728;1.0;1;12;0;5;1;2;10.1333;0.255046;88.5;0.155471;3095
172;3.0;0;6;0;2;1;2;27.2333;0.637646;115.56255;0.171025;4835
618;2.436802973977695;1;9;0;0;0;1;24.4;0.578925;82.125;0.224496;8227
223;3.0;0;8;0;4;1;1;28.7;0.651521;63.5625;0.164796;4792
2;1.0;0;1;0;0;0;2;14.5391;0.35373899999999997;104.41305;0.24853899999999998;801
688;4.0;1;11;0;0;0;1;13.7;0.337746;103.93755;0.22761199999999998;4669
51;1.0;0;2;0;0;0;1;11.4087;0.27733;61.1739;0.223235;1812
147;2.0;0;5;0;5;1;1;27.2667;0.637008;98.0625;0.240679;4679
247;3.0;0;9;0;0;0;1;28.3667;0.665429;111.31245;0.206467;4940
570;3.0;1;7;0;1;1;1;29.6667;0.690017;104.12505;0.138683;6966
10;1.0;0;1;0;1;1;1;6.0333;0.15088800000000002;72.43755;0.22326700000000002;1321
217;3.0;0;8;0;5;1;1;28.4333;0.656567;94.62495;0.184696;4866
684;4.0;1;11;0;3;1;1;11.5667;0.281563;82.81245;0.199625;5495
75;1.0;0;3;0;3;1;2;14.6087;0.36693000000000003;116.4783;0.20311700000000002;2192
610;3.0;1;9;0;6;0;2;30.1333;0.702654;95.74995;0.113187;6140
544;3.0;1;6;0;3;1;1;27.9;0.640792;54.0;0.271775;7335
495;2.0;1;5;0;3;1;2;23.0;0.553025;111.62505;0.216412;4717
443;1.0;1;3;0;0;0;2;18.9;0.46399999999999997;121.5;0.126883;5892
561;3.0;1;7;0;6;0;2;28.1333;0.666042;104.87505;0.143679;6969
692;2.436802973977695;1;11;1;4;0;1;13.6;0.350371;87.06255;0.05287080000000001;2425
494;2.436802973977695;1;5;0;2;1;2;23.2667;0.557471;102.87495;0.296029;5728
99;2.0;0;4;0;6;0;2;13.7;0.34152899999999997;131.625;0.13308299999999998;2455
54;1.0;0;2;0;3;1;1;8.8696;0.24571700000000002;63.45645;0.094113;1917
250;3.0;0;9;0;3;1;3;23.9667;0.544229;137.56245;0.0970208;1996
131;2.0;0;5;0;3;1;1;21.7;0.5284;94.93755;0.12064200000000001;4182
500;2.0;1;5;0;1;1;2;22.9333;0.5499;118.43745;0.21269200000000002;2843
522;2.0;1;6;0;2;1;2;21.6333;0.525892;91.99995;0.209575;7001
538;3.0;1;6;0;4;1;1;32.2333;0.752542;85.18755;0.11878699999999999;5905
191;3.0;0;7;0;0;0;1;29.9;0.690025;86.74995;0.183471;4881
238;3.0;0;8;0;5;1;1;28.0;0.659733;114.1875;0.0839625;4661
80;2.0;0;3;0;1;1;2;17.2174;0.409735;110.60865;0.288783;2077
47;1.0;0;2;0;3;1;1;12.7304;0.3162;63.5217;0.251791;2115
6;1.0;0;1;0;4;1;1;8.1739;0.23320900000000003;77.73915;0.0895652;1606
414;1.0;1;2;0;6;0;1;13.8667;0.355425;80.18745;0.190929;4318
384;1.0;1;1;0;-1;1;1;7.6;0.190038;74.625;0.220158;3292
166;2.436802973977695;0;6;0;3;1;1;25.0667;0.587754;70.75005;0.16791199999999998;5180
375;1.0;1;1;0;2;1;1;12.3478;0.318826;96.9783;0.187552;3598
282;4.0;0;10;0;0;0;1;21.6333;0.523983;109.125;0.06345;5511
224;2.436802973977695;0;8;0;5;1;1;28.3333;0.654042;62.25;-1.0;4905
521;2.0;1;6;0;1;1;1;23.9;0.578283;73.06245;0.284833;6998
293;4.0;0;10;0;4;1;1;19.0333;0.466525;95.4375;0.422275;4195
635;4.0;1;9;0;3;1;1;25.4;0.5966130000000001;94.62495;0.2444;7733
215;3.0;0;8;0;3;1;2;29.2667;0.679937;98.625;0.13558299999999998;3574
607;3.0;1;8;0;3;1;1;27.4;0.635733;82.81245;0.112562;7697
177;3.0;0;6;0;0;0;1;27.2;0.637629;76.99995;0.09453330000000001;5305
36;1.0;0;2;0;6;0;2;9.3333;0.243058;139.37505;0.161079;1005
438;1.0;1;3;0;2;1;1;22.6;0.542929;92.625;0.23695;5847
461;2.436802973977695;1;4;0;4;1;1;17.4;0.431163;56.12505;0.219529;6457
311;4.0;0;11;0;-1;1;1;15.8;0.400871;113.8125;0.057225;4035
379;2.436802973977695;1;1;0;6;0;1;7.2;0.183087;68.625;0.187183;2493
391;1.0;1;1;0;4;1;2;13.6667;0.35605;115.43745;0.07339580000000001;4075
664;4.0;1;10;0;4;1;2;22.0;0.529688;120.06255;0.124375;7359
710;4.0;1;12;0;1;1;2;17.4333;0.435575;138.75;0.190308;5170
563;2.436802973977695;1;7;0;1;1;1;30.5333;0.724125;96.75;0.164187;6830
678;2.436802973977695;1;11;0;4;1;1;14.087;0.341891;50.0217;0.347835;5315
457;2.0;1;4;0;0;0;2;17.0333;0.41728699999999996;101.4375;0.172267;6041
625;3.0;1;9;0;0;0;1;23.2;0.563125;85.5;0.09018330000000001;7333
616;2.436802973977695;1;9;0;5;1;1;28.1333;0.657204;93.8451999116608;0.171646;7504
410;1.0;1;2;0;2;1;2;12.7667;0.333946;76.3125;0.141179;3922
130;2.0;0;5;0;2;1;1;21.3;0.522721;73.37505;0.11567100000000001;4803
319;4.0;0;11;0;2;1;2;21.2;0.507579;103.3125;0.199633;4195
225;3.0;0;8;0;6;0;2;27.4333;0.645858;109.43745;0.211454;4150
5;1.0;0;1;0;3;1;1;9.0783;0.22926999999999997;65.54355;0.1869;1600
150;2.0;0;5;1;1;0;1;29.3333;0.671092;102.75;0.131225;4098
727;1.0;1;12;0;4;1;2;10.1667;0.226642;97.93755;0.35013299999999997;2114
160;2.0;0;6;0;4;1;2;32.3333;0.757579;85.24995;0.149883;3915
207;3.0;0;7;0;2;1;1;30.8667;0.696979;81.12495;0.200258;4590
479;2.436802973977695;1;4;0;1;1;2;12.8667;0.301125;115.00005;0.303496;3214
381;1.0;1;1;1;1;0;1;7.6;0.190663;78.375;0.23135799999999998;2298
374;1.0;1;1;0;1;1;2;8.9667;0.247479;105.25005;0.0989;2376
118;2.436802973977695;0;4;0;4;1;2;24.7;0.578929;93.8451999116608;0.32090799999999997;4058
505;2.0;1;5;0;6;0;1;24.0;0.566908;68.4375;0.083975;42945
73;1.0;0;3;0;1;1;1;13.0087;0.332;74.54355;0.136926;2046
62;1.0;0;3;0;4;1;1;7.9333;0.200133;47.74995;0.225754;1685
530;2.0;1;6;0;3;1;1;26.2333;0.611117;87.31245;0.343279;7421
33;1.0;0;2;0;3;1;2;10.4;0.254417;116.31255;0.264308;1526
57;1.0;0;2;0;6;0;1;11.3;0.282192;80.68755;0.18657100000000001;1969
405;1.0;1;2;0;4;1;1;10.6;0.261988;84.31245;0.194037;3830
400;1.0;1;2;0;6;0;2;10.5667;0.272725;116.93745;0.121896;2832
392;2.436802973977695;1;1;0;5;1;2;17.0;0.415383;111.1875;0.342667;3456
613;3.0;1;9;0;2;1;1;29.0333;0.686888;113.25;0.236321;6864
29;1.0;0;1;0;6;0;1;7.8609;0.212126;93.8451999116608;0.14536500000000002;1098
475;2.0;1;4;0;4;1;1;19.9333;0.493046;91.875;0.0659292;6565
307;4.0;0;11;0;4;1;1;16.3333;0.405921;93.8451999116608;0.136817;3974
340;4.0;0;12;0;2;1;3;18.5;0.4564;142.43745;0.23258299999999998;2594
114;2.0;0;4;0;0;0;2;23.2667;0.551763;121.62495;0.192175;4191
674;4.0;1;11;0;0;0;1;13.0333;0.329538;79.93755;0.179108;5107
454;2.436802973977695;1;3;0;4;1;1;19.7667;0.482304;65.87505;0.31965;6133
165;2.0;0;6;0;2;1;1;24.1667;0.591546;76.06245;0.269283;4891
300;4.0;0;10;0;4;1;2;18.8;0.457046;121.93755;0.19776300000000002;2659
532;2.0;1;6;0;5;1;1;25.5667;0.599754;88.43745;0.176617;7665
560;3.0;1;7;0;5;1;2;29.2667;0.667933;72.87495;0.08085;7499
467;2.0;1;4;0;3;1;1;13.9478;0.33727399999999996;70.43475;0.295274;4862
567;3.0;1;7;0;5;1;2;26.6333;0.613025;126.62505;0.208967;5870
134;2.0;0;5;0;6;0;2;20.8333;0.500629;138.375;0.13495;3409
106;2.0;0;4;0;6;0;3;17.2333;0.425492;133.24995;0.340808;795
585;3.0;1;8;0;2;1;2;29.4333;0.697621;105.5625;0.116908;7273
325;4.0;0;11;0;1;1;3;17.9;0.445062;136.5;0.138054;2765
58;1.0;0;2;0;0;0;1;13.7391;0.351109;102.0;0.125248;2402
263;3.0;0;9;0;2;1;2;22.4667;0.532217;132.1875;0.134954;3641
386;1.0;1;1;0;6;0;2;6.9333;0.174875;124.6875;0.222642;1301
153;2.0;0;6;0;4;1;1;28.6;0.643942;45.75;0.29228699999999996;4968
451;2.0;1;3;0;1;1;1;17.8333;0.43875;71.68755;0.386821;5558
537;2.0;1;6;0;3;1;1;31.3;0.720975;88.81245;0.11381199999999998;6211
419;1.0;1;2;0;4;1;1;18.1667;0.444446;83.18745;0.190913;5062
152;2.0;0;6;0;3;1;2;30.5667;0.720967;101.56245;0.207092;3974
445;1.0;1;3;0;2;1;1;22.4333;0.538533;121.18755;0.121271;6093
275;4.0;0;10;0;0;0;2;14.2667;0.345317;118.75005;0.22201300000000002;2918
668;4.0;1;10;0;1;1;3;17.6;0.4394;132.0;0.3582;22
644;4.0;1;10;0;5;1;1;24.6;0.580187;94.125;0.10635;8156
127;2.0;0;5;0;6;0;1;20.8;0.512621;81.1875;0.16045;4714
376;1.0;1;1;0;3;1;2;10.9667;0.282821;127.125;0.131221;2177
236;3.0;0;8;0;3;1;1;26.9333;0.630692;90.75;-1.0;5130
573;3.0;1;7;0;4;1;1;31.0667;0.739263;89.50005;0.28481300000000004;6861
645;4.0;1;10;0;6;0;1;22.1667;0.538521;99.62505;0.268025;7965
370;2.436802973977695;1;1;0;4;1;1;10.6333;0.278412;78.62505;0.129987;3272
125;2.436802973977695;0;5;0;4;1;1;18.3667;0.441917;66.62505;0.295392;4433
21;1.0;0;1;0;5;1;1;7.1;0.157833;68.56245;0.353242;1543
351;4.0;0;12;0;-1;0;2;10.3333;0.249371;84.12495;0.243167;2739
659;4.0;1;10;0;6;0;1;19.3667;0.472842;85.93755;0.11753699999999999;8090
345;4.0;0;12;0;-1;0;1;8.8333;0.253154;93.8451999116608;0.0665417;2743
528;2.0;1;6;0;1;1;2;28.8333;0.659721;88.18755;0.207713;6664
493;2.0;1;5;0;1;1;2;21.5;0.527142;99.62505;0.230721;6273
270;4.0;0;9;0;2;1;2;25.4667;0.574525;132.81255;0.118171;4120
82;2.0;0;3;0;3;1;2;13.8783;0.337939;125.93475;0.23426100000000002;2121
642;4.0;1;10;0;3;1;2;26.3;0.599133;119.0625;0.0665458;7572
611;3.0;1;9;0;0;0;2;27.8667;0.649;122.25;0.06407080000000001;5810
720;4.0;1;12;0;4;1;2;13.2;0.335217;100.18755;0.132463;4128
525;2.0;1;6;0;5;1;1;25.9667;0.597862;70.18755;0.17538299999999998;7736
338;4.0;0;12;0;0;0;1;13.2333;0.3491;116.37495;0.08395830000000001;3485
715;4.0;1;12;0;6;0;1;12.9667;0.338383;97.56255;0.10635;5047
402;1.0;1;2;0;1;1;1;11.3044;0.296426;93.3261;0.1538;3784
43;1.0;0;2;0;6;0;1;8.9;0.232954;81.62505;0.20336700000000002;1472
448;2.0;1;3;0;5;1;2;24.0667;0.570067;104.12505;0.1163;32043
46;1.0;0;2;0;2;1;1;10.6435;0.254274;47.1522;0.29137399999999997;1815
156;2.0;0;6;0;0;0;2;25.9333;0.616804;97.875;0.138692;4906
149;2.0;0;5;0;0;0;1;26.7;0.61555;93.8451999116608;0.21393800000000002;4788
199;3.0;0;7;0;1;1;1;29.8667;0.703925;97.6875;0.215804;4458
123;2.0;0;5;0;2;1;2;24.6667;0.582079;104.56245;0.342667;4451
520;2.0;1;6;0;0;0;1;24.1;0.575133;73.99995;0.184087;7641
294;4.0;0;10;0;5;1;1;17.1;0.42359600000000003;86.12505;0.221396;4304
364;1.0;0;12;0;5;1;1;12.4667;0.318812;95.50005;0.13433699999999998;2999
289;4.0;0;10;0;0;0;1;20.4667;0.503154;73.00005;0.281717;5041
111;2.0;0;4;0;4;1;1;18.3667;0.453892;61.06245;0.325258;4189
671;4.0;1;11;0;4;1;2;14.6333;0.369942;87.25005;0.157346;5986
382;1.0;1;1;0;2;1;2;14.9217;0.36427800000000005;107.41305;0.34913;2935
558;3.0;1;7;0;3;1;1;28.6667;0.650271;94.99995;0.15173299999999998;7264
507;2.0;1;5;0;1;1;2;23.9333;0.565667;93.8451999116608;0.233204;4359
539;3.0;1;6;0;5;1;1;31.1;0.724121;86.0625;0.182842;5823
329;2.436802973977695;0;11;0;5;1;1;15.0;0.380671;96.5625;0.0988958;2792
403;1.0;1;2;0;2;1;1;14.1667;0.361104;74.4375;0.147379;4375
138;2.0;0;5;0;3;1;2;22.0;0.527158;93.8451999116608;0.201492;3855
297;4.0;0;10;0;1;1;1;18.5333;0.457067;115.81245;0.11879200000000001;4187
28;1.0;0;1;0;5;1;2;8.1391;0.22331700000000002;118.95645;0.1233;1167
667;2.436802973977695;1;10;0;0;0;2;19.1;0.467771;104.18745;0.398008;4459
122;2.0;0;5;0;1;1;2;21.9667;0.532833;93.8451999116608;0.183454;4401
37;1.0;0;2;0;0;0;1;11.4333;0.291671;85.24995;0.1418;1623
292;4.0;0;10;0;3;1;3;21.6696;0.513848;134.28255;0.243339;2424
535;2.0;1;6;0;1;1;2;22.7333;0.544842;116.68755;0.174746;5099
468;2.0;1;4;0;4;1;1;15.9;0.387604;69.9375;0.290429;5409
164;2.0;0;6;0;1;1;1;25.4;0.601654;74.18745;0.30535;5020
96;2.0;0;4;0;3;1;1;15.6333;0.387608;70.62495;0.263063;2808
482;2.0;1;4;0;4;1;2;19.9333;0.483583;93.8451999116608;0.176625;5026
205;3.0;0;7;0;0;0;1;33.2;0.794829;82.62495;0.16917100000000002;3606
174;3.0;0;6;0;4;1;2;29.1333;0.693833;105.49995;0.238804;4790
589;2.436802973977695;1;8;0;6;0;2;27.7;0.638267;109.93755;0.206479;6299
230;3.0;0;8;0;4;1;1;28.4667;0.662258;98.18745;0.233208;3805
649;4.0;1;10;0;3;1;1;20.5667;0.503142;94.62495;0.18782100000000002;7691
265;3.0;0;9;0;4;1;2;25.1333;0.554963;135.31245;0.128125;4795
79;1.0;0;3;0;0;0;1;13.3;0.32575;71.0625;0.20772100000000002;2471
434;1.0;1;3;0;5;1;2;16.4333;0.397083;61.06245;0.4148;4569
393;1.0;1;1;0;6;0;1;12.6333;0.326379;81.49995;0.210829;4023
143;2.436802973977695;0;5;0;1;1;2;25.2667;0.590296;121.5;0.233842;4274
543;3.0;1;6;0;2;1;1;25.2333;0.594704;55.99995;0.347642;7442
26;1.0;0;1;0;3;1;3;8.7;0.2036;129.375;0.29385;506
112;2.0;0;4;0;5;1;2;13.4667;0.321954;109.43745;0.219521;1683
41;1.0;0;2;0;4;1;1;5.7739;0.14954800000000001;65.60865;0.221935;1538
719;2.436802973977695;1;12;0;3;1;1;13.3;0.34216199999999997;93.81255;0.184092;5267
429;1.0;1;3;0;0;0;1;13.0333;0.303021;60.49995;0.334571;3423
600;3.0;1;8;0;3;1;1;26.7;0.621854;101.56245;0.0702833;7375
663;4.0;1;10;0;3;1;1;23.5;0.558721;95.4375;0.07277919999999999;7693
463;2.0;1;4;0;6;0;1;17.5;0.426129;38.12505;0.274871;6857
104;2.0;0;4;0;4;1;1;18.7;0.462742;81.06255;0.1107;3267
395;1.0;1;1;0;1;1;1;10.7667;0.262625;60.12495;0.215792;3624
226;3.0;0;8;0;0;0;2;27.0667;0.624388;122.625;0.222633;3820
309;4.0;0;11;0;6;0;1;13.0667;0.323854;77.87505;0.18906199999999998;3926
624;3.0;1;9;0;6;0;1;24.3333;0.585867;75.25005;0.247521;35932
256;3.0;0;9;0;2;1;1;26.0333;0.603554;106.875;0.14180399999999999;4763
679;2.436802973977695;1;11;0;5;1;1;14.4667;0.35541300000000003;81.12495;0.214558;5992
647;4.0;1;10;1;1;0;2;15.3333;0.387608;106.43745;0.189679;5478
423;1.0;1;2;0;1;1;1;14.6667;0.357954;73.62495;0.26803299999999997;4322
622;3.0;1;9;0;4;1;1;24.5;0.579558;95.56245;0.08272080000000001;7804
662;4.0;1;10;0;2;1;1;21.7667;0.530304;93.8451999116608;0.09454580000000001;7466
629;3.0;1;9;0;4;1;1;21.8667;0.532192;92.74995;0.11816700000000001;7720
707;4.0;1;12;0;5;1;2;12.8333;0.32195799999999997;114.62505;0.1306;5008
601;3.0;1;8;0;4;1;1;27.8333;0.637008;95.37495;0.08459580000000001;7765
486;2.0;1;4;0;1;1;2;18.5667;0.457696;85.5;0.171638;5572
140;2.0;0;5;0;5;1;1;21.4667;0.529042;107.93745;0.125013;4917
187;3.0;0;7;0;3;1;1;28.8;0.685633;111.49995;0.149883;4629
330;4.0;0;11;0;6;0;1;15.0333;0.385087;102.25005;0.0684208;3068
249;3.0;0;9;0;2;1;3;21.6;0.5152;133.04355;0.343943;2710
98;2.0;0;4;0;5;1;2;13.4333;0.324479;125.4375;0.226992;1471
584;3.0;1;8;0;1;1;2;30.1;0.710246;98.12505;0.129354;7013
115;2.0;0;4;0;1;1;1;24.2667;0.5745;116.50005;0.185333;4073
288;4.0;0;10;0;6;0;1;20.2667;0.498725;72.49995;0.258083;5217
48;1.0;0;2;0;4;1;1;17.4333;0.428658;75.75;0.230104;2475
617;3.0;1;9;0;6;0;2;26.3667;0.611121;119.87505;0.281104;5976
655;4.0;1;10;0;2;1;1;18.7333;0.460846;83.74995;0.182221;7534
50;2.436802973977695;0;2;0;6;0;1;15.9667;0.391404;28.18755;0.507463;1635
52;1.0;0;2;1;1;0;2;12.1333;0.284075;90.75;0.307846;1107
404;1.0;1;2;0;3;1;2;10.2667;0.266421;108.43755;0.133721;2802
418;1.0;1;2;0;3;1;1;15.8333;0.392667;85.18755;0.234471;4773
258;2.436802973977695;0;9;0;4;1;2;23.1;0.553671;106.37505;0.271146;3659
262;3.0;0;9;0;1;1;2;21.9667;0.529675;103.5;0.15174200000000002;4539
581;3.0;1;8;0;5;1;2;30.6333;0.722867;96.375;0.215792;7175
623;3.0;1;9;0;5;1;1;25.3333;0.594083;100.875;0.10386300000000001;8009
279;4.0;0;10;0;4;1;1;19.7667;0.480425;93.12495;0.134954;4765
348;2.436802973977695;0;12;0;-1;1;2;12.7;0.338362;99.5625;0.06095830000000001;3740
264;3.0;0;9;0;3;1;2;23.8;0.5505329999999999;135.0;0.0964042;4352
536;2.0;1;6;0;2;1;1;27.5333;0.654692;103.5;0.148017;6825
328;4.0;0;11;1;4;0;1;14.9333;0.372471;82.37505;0.167304;1495
68;1.0;0;3;0;3;1;2;11.8333;0.286608;116.31255;0.22015;1891
107;2.0;0;4;0;-1;0;1;18.2667;0.445696;71.93745;0.303496;3744
430;1.0;1;3;0;1;1;1;9.7333;0.241171;75.9375;0.228858;3333
334;4.0;0;11;0;3;1;1;13.0;0.311221;91.99995;0.271158;3613
575;3.0;1;7;0;6;0;1;30.2333;0.697604;91.99995;0.15735;6685
176;2.436802973977695;0;6;0;6;0;1;27.8;0.643313;72.49995;0.209571;5202
219;3.0;0;8;0;0;0;1;29.7;0.715292;112.93755;0.201487;3785
19;1.0;0;1;0;3;1;2;11.687;0.29842199999999997;111.26085;0.208317;1650
93;2.0;0;4;0;0;0;1;15.1333;0.378767;72.0;0.182213;3249
686;4.0;1;11;0;5;1;1;13.8;0.347204;78.68745;0.171025;5698
76;1.0;0;3;0;4;1;1;16.6;0.410333;90.43755;0.209579;2744
72;1.0;0;3;0;0;0;1;15.3739;0.380091;79.10865;0.270604;2417
523;2.0;1;6;0;3;1;1;22.1667;0.542292;91.6875;0.077125;7055
534;2.0;1;6;0;0;0;1;23.7;0.571975;89.8125;0.144904;6978
237;3.0;0;8;0;4;1;2;27.3667;0.645854;115.75005;0.210833;3542
192;3.0;0;7;0;1;1;1;30.5;0.729804;95.37495;0.282337;4086
480;2.0;1;4;0;2;1;1;16.5333;0.405283;68.12505;0.249383;5633
356;1.0;0;12;0;4;1;2;16.9333;0.426121;113.625;0.047275;3068
621;3.0;1;9;0;3;1;1;23.9667;0.570075;86.56245;0.131846;7870
568;3.0;1;7;0;6;0;3;23.8333;0.549912;129.81255;0.2133;4459
295;4.0;0;10;0;6;0;1;16.9;0.425492;94.37505;0.09266669999999999;4308
324;4.0;0;11;0;0;0;2;18.5333;0.457058;102.68745;0.18595;3520
460;2.0;1;4;0;3;1;1;21.6667;0.53345;70.43745;0.180975;6436
449;2.0;1;3;0;6;0;2;20.1;0.48673299999999997;132.81255;0.19278299999999998;3372
318;4.0;0;11;0;-1;1;1;21.2;0.524612;88.06245;0.306596;4486
331;4.0;0;11;0;0;0;1;18.3667;0.4558;104.74995;0.208954;3071
17;1.0;0;1;1;1;0;2;7.0333;0.176771;80.625;0.194017;1000
22;1.0;0;1;0;6;0;1;2.3652;0.0790696;60.0;0.17197;981
677;4.0;1;11;0;3;1;2;11.8333;0.274621;82.125;0.304108;5035
380;1.0;1;1;0;0;0;1;6.6667;0.161625;62.87505;0.251258;2311
222;3.0;0;8;0;3;1;1;30.6667;0.684983;63.62505;0.200258;4780
39;1.0;0;2;0;2;1;1;8.8333;0.198246;80.68755;0.36195;1530
182;3.0;0;7;0;5;1;1;28.9;0.652162;59.4375;0.10260799999999999;5362
235;2.436802973977695;0;8;0;2;1;1;25.6333;0.606067;68.31255;0.146763;5895
630;3.0;1;9;0;5;1;1;23.9667;0.571971;100.3125;0.154229;8167
344;4.0;0;12;0;6;0;1;11.0;0.266412;76.125;0.233221;3190
516;2.0;1;5;0;3;1;2;26.2667;0.611129;100.5;0.134329;6855
128;2.0;0;5;0;0;0;1;21.1333;0.518933;94.75005;0.0746375;4333
326;4.0;0;11;0;2;1;3;16.6667;0.421696;144.375;0.11879200000000001;1607
327;4.0;0;11;0;3;1;2;17.6333;0.430537;113.68755;0.335825;2566
286;4.0;0;10;0;4;1;2;23.5667;0.551804;134.50005;0.141787;2913
470;2.0;1;4;0;6;0;1;19.8;0.487996;75.43755;0.190917;7460
15;1.0;0;1;0;6;0;2;9.3333;0.248112;74.8125;0.15796300000000002;1248
25;1.0;0;1;0;2;1;2;8.9391;0.234526;92.54355;0.129796;1985
216;3.0;0;8;0;4;1;2;28.4;0.664788;113.625;0.19715;4576
660;4.0;1;10;0;0;0;1;18.5667;0.456429;76.5;0.166054;6824
513;2.0;1;5;0;0;0;1;27.6;0.641425;104.56245;0.215171;6591
691;4.0;1;11;0;3;1;1;14.1333;0.364892;92.0625;0.103246;5146
614;3.0;1;9;0;3;1;1;29.4667;0.708983;111.1875;0.187808;7112
137;2.0;0;5;0;2;1;2;22.4667;0.538529;125.68755;0.277354;4123
136;2.0;0;5;0;1;1;1;23.1;0.550512;118.18755;0.126871;3958
383;1.0;1;1;0;3;1;1;12.1333;0.275254;66.49995;0.415429;3376
697;4.0;1;11;0;2;1;2;11.6667;0.281558;118.00005;0.237562;3959
729;1.0;1;12;0;6;0;2;10.1333;0.2424;112.93755;0.124383;1341
301;4.0;0;10;0;5;1;2;13.2333;0.318812;87.87495;0.229479;3747
124;2.436802973977695;0;5;0;3;1;2;16.5667;0.40465;110.56245;0.328996;2633
148;2.0;0;5;0;6;0;1;26.2333;0.612379;109.43745;0.23009200000000002;4758
306;4.0;0;11;0;3;1;1;15.1;0.390133;107.8125;0.08209169999999999;4186
546;3.0;1;6;0;5;1;1;33.3667;0.786613;73.3125;0.165417;5463
23;1.0;0;1;0;0;0;1;3.8609;0.09883910000000001;65.4783;0.2466;986
675;4.0;1;11;0;1;1;1;12.7667;0.308075;74.12505;0.236325;5259
281;4.0;0;10;0;6;0;1;20.8667;0.513242;93.8451999116608;0.0454042;5409
633;4.0;1;9;0;1;1;1;20.5667;0.502513;73.93755;0.142404;7436
45;1.0;0;2;0;1;1;1;16.6;0.39835;56.37495;0.417908;1913
139;2.0;0;5;0;4;1;2;21.2333;0.510742;124.43745;0.10821300000000002;4575
77;1.0;0;3;0;5;1;1;21.6;0.5270090000000001;78.78255;0.231017;3239
108;2.436802973977695;0;4;0;1;1;1;20.5;0.503146;81.375;0.16356700000000002;3429
204;3.0;0;7;0;6;0;1;33.9667;0.804287;75.0;0.131221;3285
245;3.0;0;9;0;5;1;2;25.7333;0.604808;93.8451999116608;0.139929;4727
411;1.0;1;2;0;3;1;1;13.9333;0.35162899999999997;79.6875;0.1816;4169
444;1.0;1;3;0;1;1;1;21.8;0.532821;109.3125;0.16231700000000002;6153
369;1.0;1;1;0;3;1;2;4.3;0.11933699999999998;62.18745;0.1847;2368
717;4.0;1;12;0;1;1;2;15.7333;0.4015;136.06245;0.0982583;4585
462;2.0;1;4;0;5;1;1;16.1333;0.39076700000000003;93.8451999116608;0.300388;6460
336;2.436802973977695;0;12;0;5;1;1;12.5667;0.331433;93.87495;0.100754;3940
78;1.0;0;3;0;6;0;1;18.9;0.466525;56.87505;0.368167;3117
81;2.436802973977695;0;3;0;2;1;1;17.6667;0.44064200000000003;93.68745;0.22575;2703
377;1.0;1;1;0;4;1;2;15.3;0.381938;120.43755;0.18096700000000002;4097
299;4.0;0;10;0;3;1;2;19.3667;0.472846;108.06255;0.148642;3894
497;2.0;1;5;0;5;1;1;21.3333;0.520833;54.06255;0.23693699999999998;7030
